customerID,support_tickets_90d,support_ticket_escalations_90d,app_logins_30d,days_since_last_login,avg_daily_usage_gb,data_overage_events_90d,payment_failures_12m,nps_score,discount_offers_accepted_12m,plan_change_count_12m
1910-FMXJM,3,1,6,1,10.47,0,1,5,1,1
7752-XUSCI,3,2,5,13,10.09,7,4,5,2,1
4110-PFEUZ,5,4,2,8,8.24,4,2,4,1,1
0732-OCQOC,0,0,8,0,9.11,3,3,5,1,1
5168-MSWXT,7,1,9,3,9.47,3,1,7,1,1
1090-ESELR,1,0,10,45,5.95,5,3,6,2,0
8592-PLTMQ,5,1,8,15,8.01,1,2,8,2,2
5760-WRAHC,4,2,2,0,5.67,0,1,3,1,0
8847-GEOOQ,5,3,12,1,8.94,1,0,4,1,0
0256-LTHVJ,1,0,2,1,10.53,6,3,2,2,1
4785-FCIFB,3,0,7,21,8.04,2,2,6,0,4
8313-NDOIA,4,2,9,47,10.61,2,0,4,3,2
5149-CUZUJ,5,1,8,1,7.02,1,3,7,0,2
0942-KOWSM,2,1,10,20,5.45,1,0,5,3,1
4237-CLSMM,4,1,8,27,7.94,0,3,5,2,0
1452-VOQCH,5,0,10,9,9.82,4,1,6,2,1
4719-UMSIY,2,0,20,45,7.45,2,2,3,1,3
6614-VBEGU,1,0,15,5,4.0,3,2,5,0,0
0880-TKATG,7,2,7,28,9.33,0,2,3,1,3
3811-VBYBZ,4,0,5,46,10.14,0,1,3,1,1
1480-BKXGA,2,0,17,18,5.28,4,0,5,0,2
2996-XAUVF,1,1,14,27,2.07,3,0,6,2,1
9076-AXYIK,3,0,13,5,8.14,2,0,4,1,0
5968-XQIVE,4,2,7,17,5.8,3,2,5,0,0
8896-RAZCR,5,0,15,48,9.62,2,1,4,0,3
4640-UHDOS,6,3,5,4,14.46,1,0,4,2,0
4933-IKULF,3,0,11,79,5.74,1,0,6,2,2
3583-EKAPL,5,3,4,51,10.59,3,1,4,1,3
1304-BCCFO,0,0,15,36,8.15,0,0,5,0,1
4104-PVRPS,2,0,4,11,4.66,1,3,9,1,1
9399-APLBT,7,5,11,11,5.08,7,0,4,2,0
2359-KMGLI,1,0,7,63,7.19,5,4,2,3,0
3780-DDGSE,4,2,6,6,7.79,5,0,6,3,0
4431-EDMIQ,2,1,14,28,12.22,1,0,5,1,1
0306-JAELE,8,2,9,10,11.06,4,0,4,0,2
6227-HWPWX,3,0,8,90,8.19,7,1,4,2,3
0486-LGCCH,4,2,12,69,5.58,1,1,6,0,1
0447-BEMNG,7,4,2,90,8.55,6,2,4,1,0
4612-SSVHJ,3,0,7,18,4.52,1,2,3,0,1
5168-MQQCA,4,2,6,27,5.83,1,0,4,1,1
5949-XIKAE,4,3,5,13,10.83,4,1,2,1,0
7971-HLVXI,3,1,11,9,6.76,0,1,5,2,2
9094-AZPHK,8,3,11,4,6.97,0,0,7,1,0
3649-JPUGY,4,0,7,22,8.89,1,0,6,1,1
4472-LVYGI,3,1,7,2,4.6,1,0,6,2,1
8372-JUXUI,8,6,7,17,10.79,0,5,3,1,0
3552-CTCYF,0,1,9,36,5.6,5,0,8,1,0
6778-YSNIH,4,1,7,6,9.77,4,0,4,2,1
0388-EOPEX,6,3,4,31,10.03,3,1,4,4,1
5756-OZRIO,4,0,15,49,7.73,1,1,7,2,0
6579-JPICP,4,0,13,16,7.31,2,2,6,0,0
8205-OTCHB,5,1,1,15,10.97,2,5,3,3,1
4134-BSXLX,4,0,15,4,4.97,3,0,5,1,1
0505-SPOOW,1,0,14,13,8.85,3,2,7,1,0
6235-VDHOM,4,1,5,21,9.3,1,3,3,0,2
7783-YKGDV,4,2,8,73,10.82,5,2,3,1,1
4374-YMUSQ,4,2,10,31,9.44,3,1,4,0,0
4513-CXYIX,0,0,8,7,6.34,1,2,6,3,3
3957-HHLMR,0,0,15,40,7.62,4,4,6,3,0
7803-XOCCZ,4,4,13,8,5.56,2,1,4,1,1
5736-YEJAX,4,0,12,23,2.4,0,1,10,0,0
5609-CEBID,10,4,6,51,10.29,1,5,5,3,1
8981-FJGLA,1,0,3,4,13.25,2,1,3,2,0
7218-HKQFK,5,4,6,5,8.62,3,3,6,2,4
4636-QRJKY,4,1,6,4,10.92,2,3,1,1,2
1135-LMECX,2,2,7,3,9.59,0,4,3,0,0
4332-MUOEZ,2,2,8,14,4.5,0,2,5,0,0
8535-SFUTN,4,3,10,4,6.6,8,1,7,2,0
5956-VKDTT,3,2,5,8,12.42,3,3,2,4,0
8677-HDZEE,1,1,10,14,9.07,1,0,6,0,3
2475-MROZF,2,2,4,31,8.4,5,3,3,1,0
9412-GHEEC,9,2,4,15,6.75,5,2,3,2,3
3482-ABPKK,4,2,8,1,6.37,2,0,6,3,0
6705-LXORM,5,0,7,46,9.02,5,3,4,1,2
0257-ZESQC,4,1,12,8,3.64,3,2,4,2,3
7531-GQHME,1,0,4,13,10.05,1,0,3,1,1
5174-ITUMV,4,3,11,11,9.3,0,1,4,1,0
4109-CYRBD,1,0,8,17,11.1,3,1,4,0,3
0913-XWSCN,5,2,9,11,10.95,3,4,3,2,3
6825-UYPFK,5,2,4,1,10.69,2,3,1,3,1
8397-MVTAZ,3,2,5,14,11.5,1,3,6,1,2
0750-EBAIU,1,0,10,0,6.66,1,2,5,1,1
8606-CIQUL,1,0,7,0,7.02,1,0,4,0,2
3571-DPYUH,6,2,8,5,8.3,4,2,5,3,1
7601-GNDYK,3,2,7,28,5.64,1,1,5,2,0
0356-OBMAC,3,2,11,22,7.38,0,3,1,1,2
8067-NIOYM,3,0,15,17,11.39,1,1,7,2,0
1403-GYAFU,2,0,17,38,5.04,1,3,9,2,1
4234-XTNEA,8,3,7,7,8.47,0,1,4,2,0
1297-VQDRP,1,0,9,28,4.41,1,1,5,1,0
9282-IZGQK,1,1,6,32,8.21,1,3,4,2,3
5348-CAGXB,7,3,7,6,6.81,1,4,4,0,0
0621-HJWXJ,3,0,14,8,7.25,1,0,4,2,1
5844-QVTAT,4,2,9,57,5.99,5,3,6,1,0
8905-IAZPF,0,0,16,8,5.51,1,0,5,1,0
5394-MEITZ,3,2,14,10,5.62,1,1,7,1,0
6859-QNXIQ,1,0,13,6,6.02,3,1,6,0,1
2782-LFZVW,3,1,8,57,3.93,1,1,2,2,2
2866-IKBTM,3,0,14,17,4.71,5,0,3,0,1
1342-JPNKI,7,3,6,90,11.43,3,4,3,2,2
2817-NTQDO,6,1,9,12,8.7,1,3,4,1,1
7129-AZJDE,9,3,14,21,7.75,3,0,7,2,1
6986-IJDHX,4,3,2,17,10.66,3,2,4,2,1
2560-PPCHE,1,1,16,1,6.93,1,0,7,0,1
4676-MQUEA,2,1,7,39,5.14,1,2,6,0,2
8138-EALND,0,0,8,10,3.87,1,2,4,0,1
3580-HYCSP,3,3,9,26,6.64,1,1,6,1,1
1352-HNSAW,3,0,13,5,7.63,7,0,7,0,1
2075-PUEPR,3,1,10,3,9.99,5,2,4,2,2
1982-FEBTD,2,0,11,0,12.11,2,1,4,1,1
5301-GAUUY,4,2,4,1,10.56,1,4,2,1,1
5791-KAJFD,7,1,10,17,6.7,0,0,4,0,2
2654-VBVPB,0,0,8,9,7.15,1,2,7,3,1
1154-HYWWO,2,0,10,13,6.46,1,1,5,1,0
2501-XWWTZ,1,0,12,50,6.15,0,0,3,0,1
3716-UVSPD,6,1,13,8,10.17,3,2,2,3,0
6815-ABQFQ,3,2,12,12,6.68,0,1,8,4,0
7343-EOBEU,3,1,15,8,8.53,4,1,7,1,0
3701-SFMUH,1,1,13,65,8.34,2,1,4,1,1
6103-LIANB,2,0,16,12,2.23,1,2,7,1,1
7319-VENRZ,6,2,10,19,6.04,1,4,3,1,1
5846-NEQVZ,5,1,10,35,8.04,2,4,5,1,2
6967-QIQRV,0,1,8,7,10.11,3,2,4,3,3
5781-RFZRP,4,0,10,29,7.02,3,1,4,0,1
0939-YAPAF,2,0,6,18,11.25,4,1,4,0,1
0308-IVGOK,3,0,10,16,5.13,2,1,6,1,1
7293-LSCDV,2,0,15,40,6.36,4,2,6,1,2
7025-WCBNE,1,1,12,3,4.84,3,2,7,0,0
5756-JYOJT,4,0,7,11,8.94,2,2,6,0,0
4710-FDUIZ,4,2,1,90,9.88,3,5,2,1,0
6030-REHUX,4,1,7,36,11.76,0,2,3,1,2
9548-LIGTA,1,0,12,5,6.25,2,1,8,0,0
5150-LJNSR,3,2,11,3,4.96,1,1,5,0,2
8270-RKSAP,1,1,7,17,9.33,2,0,4,2,1
6522-YRBXD,2,2,6,82,7.15,1,0,4,1,0
2640-LYMOV,1,0,6,48,9.81,1,6,7,1,1
1218-VKFPE,3,2,3,11,8.27,6,1,4,1,4
3627-FHKBK,4,2,9,18,12.36,1,1,3,5,1
2865-TCHJW,5,2,11,35,7.13,4,4,7,1,1
1423-BMPBQ,2,0,10,67,10.01,1,1,6,1,1
2393-DIVAI,0,0,14,6,5.32,2,1,6,3,2
5192-EBGOV,7,2,5,79,8.39,3,3,4,3,0
4568-KNYWR,3,1,24,7,7.83,4,0,4,1,0
8752-IMQOS,4,2,10,3,11.12,0,2,6,2,0
0742-LAFQK,0,0,17,16,7.81,0,2,5,1,2
0795-LAFGP,5,1,12,21,5.22,0,1,1,1,3
0619-OLYUR,2,1,15,15,1.98,1,0,7,3,0
5512-IDZEI,4,0,7,9,9.36,4,2,3,1,0
0459-SPZHJ,3,2,8,9,11.25,1,3,9,0,1
0215-BQKGS,1,0,9,5,9.24,0,0,7,2,0
9244-ZVAPM,4,1,8,9,7.41,2,0,4,1,1
0719-SYFRB,3,0,4,38,8.33,2,1,7,2,4
8208-EUMTE,1,0,15,2,7.98,2,0,8,3,3
5172-MIGPM,3,1,6,5,8.8,3,1,6,3,3
1710-RCXUS,3,1,14,16,11.46,2,0,6,1,0
0374-FIUCA,3,0,16,27,7.16,1,0,6,1,0
5839-SUYVZ,2,1,4,39,9.96,3,2,4,3,1
5173-ZXXXL,2,0,18,25,6.75,1,2,7,0,1
1096-ADRUX,3,2,3,31,5.98,2,0,8,1,2
2001-MCUUW,3,0,16,39,7.22,1,2,7,0,0
2731-GJRDG,7,1,16,61,2.29,4,1,8,1,0
4723-BEGSG,3,1,8,13,7.24,6,1,6,2,1
6516-NKQBO,5,2,15,11,8.16,3,2,5,0,1
8672-OAUPW,3,0,10,11,6.2,1,1,8,2,1
8207-DMRVL,2,1,9,38,7.13,1,3,9,1,1
3419-SNJJD,4,3,7,32,12.06,4,4,1,2,4
6543-CPZMK,1,0,6,42,10.1,2,5,3,1,4
4765-OXPPD,4,0,4,63,9.69,1,3,5,1,2
2804-ETQDK,0,0,13,0,5.5,2,0,6,1,1
6689-VRRTK,4,3,13,90,7.24,6,2,5,1,3
7138-GIRSH,1,0,15,2,10.62,1,0,8,2,1
9396-ZSFLL,5,0,14,70,5.42,2,2,6,2,2
6464-KEXXH,1,1,16,2,6.77,4,1,4,1,1
7134-MJPDY,4,2,11,42,9.45,2,1,6,3,1
5240-CAOYT,6,1,9,6,5.94,1,0,6,1,0
4059-IIEBK,4,0,6,2,10.36,1,2,0,4,0
4881-JVQOD,1,0,13,16,5.72,4,2,9,2,0
0516-UXRMT,0,1,10,10,7.55,0,1,6,1,0
4851-BQDNX,2,0,13,4,9.64,2,2,7,1,1
5148-HKFIR,2,0,12,13,4.44,3,0,8,0,0
1009-IRMNA,6,4,2,41,11.36,2,2,2,3,2
3003-CMDUU,1,1,9,38,9.67,2,4,2,2,2
5016-IBERQ,0,0,10,7,7.4,0,0,6,1,0
6797-UCJHZ,7,4,12,31,10.67,3,2,6,1,1
2469-DTSGX,2,1,6,36,6.75,0,1,5,0,1
4554-YGZIH,3,3,5,8,9.56,2,3,5,1,3
5099-BAILX,5,1,6,39,11.37,4,6,2,1,2
9931-KGHOA,1,0,15,3,11.15,4,2,4,4,1
1775-KWJKQ,1,0,15,13,1.13,2,3,6,2,1
7665-VIGUD,2,0,13,1,2.09,2,1,5,0,0
9411-TPQQV,2,0,11,17,4.39,0,2,5,0,1
7207-RMRDB,4,2,6,54,11.14,4,6,4,0,3
7954-MLBUN,2,1,7,3,7.81,1,1,7,3,0
2077-DDHJK,1,0,16,32,2.67,1,2,7,0,2
4913-EHYUI,4,1,11,4,13.76,2,3,3,2,2
0195-IESCP,10,5,3,90,11.07,5,3,2,3,0
9574-BOSMD,1,0,13,9,5.73,2,1,6,2,1
4580-TMHJU,6,2,2,18,10.92,3,4,2,3,0
0970-ETWGE,2,0,6,12,9.34,3,3,2,2,2
4908-XAXAY,0,0,9,20,9.78,4,3,4,1,0
8404-VLQFB,3,2,11,25,10.42,1,0,6,1,2
1626-ERCMM,1,1,6,5,13.05,4,3,4,3,1
0887-HJGAR,8,4,5,43,10.88,2,2,3,5,2
2391-IPLOP,2,0,19,4,6.64,2,1,8,5,0
5644-PDMZC,6,1,7,32,12.0,7,3,5,2,3
3509-GWQGF,4,1,19,3,11.24,1,2,4,1,0
9576-ANLXO,6,2,5,2,9.43,4,3,5,3,2
2024-BASKD,3,1,7,43,12.81,2,4,0,0,0
5845-BZZIB,3,0,11,20,6.89,2,1,6,1,1
1140-UKVZG,2,0,16,6,5.53,4,1,6,0,0
4160-AMJTL,10,6,8,8,10.67,3,2,3,1,0
5183-SNMJQ,3,1,8,26,6.65,2,2,4,0,1
8100-PNJMH,3,1,11,30,2.77,2,0,7,0,3
7838-LAZFO,1,0,6,18,6.83,1,2,5,3,0
4464-JCOLN,2,1,1,62,14.74,2,4,4,6,1
2085-JVGAD,1,0,9,50,3.71,0,0,2,0,1
5650-VDUDS,2,0,8,54,11.53,2,0,3,3,2
8095-WANWK,2,1,8,1,7.19,0,2,6,3,2
3030-ZKIWL,3,1,12,60,5.87,3,1,5,3,1
9565-FLVCG,3,0,5,17,5.17,1,0,4,1,1
8755-OGKNA,0,0,12,10,7.22,3,1,6,0,0
2800-VEQXM,2,0,12,8,6.58,3,1,6,2,0
7538-GWHML,2,0,9,37,11.07,4,3,4,3,1
5533-RJFTJ,1,1,7,23,12.21,3,2,5,0,2
3859-CVCET,4,2,7,8,10.33,2,4,4,0,1
0214-JHPFW,1,0,13,15,4.53,0,0,6,2,0
5642-MHDQT,4,0,10,0,8.27,2,1,5,1,1
3088-FVYWK,3,2,9,15,5.94,2,1,7,0,0
3276-HDUEG,8,5,5,1,8.96,3,4,2,1,5
9092-GDZKO,2,0,12,3,5.61,1,0,6,0,1
0823-HSCDJ,6,2,12,2,11.83,2,1,1,2,1
3729-OWRVL,1,0,18,6,9.59,0,1,6,1,0
2324-AALNO,3,0,11,4,7.92,3,1,5,2,1
0822-GAVAP,4,2,4,17,6.99,4,1,5,0,0
5760-IFJOZ,4,0,7,30,6.4,2,3,7,2,1
2826-UWHIS,5,1,11,18,7.67,3,2,5,3,1
1448-PWKYE,4,2,5,10,12.29,4,1,1,2,1
7501-IWUNG,1,0,16,3,1.32,3,0,5,1,1
4957-TREIR,4,1,9,90,8.8,2,1,4,0,0
7251-LJBQN,0,0,12,15,8.63,1,0,8,2,3
8040-MNRTF,8,2,8,8,9.2,3,5,6,2,3
1536-HBSWP,1,1,6,45,9.14,2,3,6,1,1
5313-FPXWG,3,1,13,4,9.62,1,1,8,0,1
0067-DKWBL,5,2,4,7,9.5,6,4,4,1,2
0946-FKYTX,1,0,22,10,8.35,4,0,6,2,0
5076-YVXCM,2,1,14,0,3.91,1,1,7,3,1
8262-COGGB,1,0,12,21,7.0,2,2,2,1,1
6663-JOCQO,1,0,18,8,7.74,3,0,4,0,1
9620-QJREV,6,0,9,20,6.61,2,4,6,0,4
2276-YDAVZ,6,3,2,34,7.76,5,3,5,2,2
2682-KEVRP,1,0,13,9,5.61,2,1,6,0,1
2480-JZOSN,2,0,12,8,8.66,1,3,6,3,1
0078-XZMHT,1,0,18,11,5.63,0,0,4,0,0
5896-NPFWW,5,2,10,10,9.78,3,3,5,2,2
9978-HYCIN,2,0,14,26,7.82,3,2,8,1,1
8338-QIUNR,5,1,7,24,7.44,0,1,4,0,1
1525-LNLOJ,4,1,9,53,10.54,1,1,2,1,1
9450-TRJUU,4,1,11,18,10.33,1,0,6,0,2
1766-GKNMI,5,2,9,28,8.46,0,0,7,2,1
6942-LBFDP,6,4,10,6,7.15,3,2,0,1,1
1456-TWCGB,2,1,11,61,10.93,1,2,5,3,1
7133-VBDCG,10,3,6,11,13.24,6,0,3,3,0
7596-ZYWBB,2,1,19,8,3.5,0,2,5,1,1
8329-UTMVM,0,1,6,4,7.74,4,1,3,1,1
3014-WJKSM,2,0,8,3,7.45,3,0,5,0,1
3347-YJZZE,4,1,10,1,6.04,2,1,4,1,1
1029-QFBEN,8,2,11,2,8.92,4,3,3,3,1
7929-DMBCV,6,2,6,7,7.53,4,1,8,2,0
9661-JALZV,2,0,12,90,8.69,5,1,9,1,1
5433-KYGHE,6,0,13,22,5.2,2,3,6,1,3
4312-KFRXN,3,1,11,50,7.41,1,2,5,2,0
5575-TPIZQ,1,1,9,19,5.7,2,3,5,2,1
0114-IGABW,4,0,20,3,8.7,2,2,6,0,1
9944-AEXBM,0,0,5,58,8.45,3,1,6,0,3
1853-ARAAQ,1,1,10,22,9.37,1,3,3,0,1
6952-OMNWB,4,3,14,62,7.57,0,0,4,2,2
4697-LUPSU,0,0,4,31,4.03,3,0,6,1,1
8434-VGEQQ,2,0,9,19,6.6,0,1,5,1,0
4952-YSOGZ,6,2,7,90,13.29,4,4,2,6,0
1589-AGTLK,6,2,6,33,11.01,4,0,3,4,3
5244-IRFIH,7,3,9,18,13.93,6,2,1,2,2
6549-YMFAW,4,1,9,21,11.57,4,1,4,1,1
4950-HKQTE,1,1,5,34,6.15,3,2,3,3,0
6786-OBWQR,2,1,9,19,5.9,3,0,5,2,0
2684-EIWEO,3,2,6,64,12.11,5,2,0,2,2
2753-JMMCV,2,1,8,45,8.56,0,1,4,0,0
6439-GTPCA,4,2,4,8,10.01,4,4,2,3,1
6621-YOBKI,3,0,15,0,4.85,1,0,3,1,2
1216-JWVUX,3,2,8,3,7.29,3,0,4,2,2
7564-GHCVB,5,2,13,9,7.55,4,4,5,4,0
1173-NOEYG,4,1,5,86,9.6,4,0,5,4,1
7595-EHCDL,2,0,9,52,5.71,2,4,4,0,3
6647-ZEDXT,4,1,12,38,9.93,3,1,6,1,2
2521-NPUZR,3,0,13,5,9.33,1,1,5,1,2
1307-TVUFB,4,2,12,21,8.78,0,2,9,1,0
7503-MIOGA,2,0,6,0,7.06,0,0,5,0,1
4381-MHQDC,2,1,11,5,3.29,3,2,3,1,0
6923-JHPMP,4,1,12,24,9.31,5,2,4,0,0
5138-WVKYJ,3,1,8,7,9.11,3,2,1,2,1
4018-PPNDW,3,1,16,15,7.26,3,1,6,2,1
1635-FJFCC,4,1,8,34,4.58,2,0,7,2,3
2499-AJYUA,3,0,10,38,3.85,1,2,5,0,1
6919-ELBGL,7,0,11,27,9.47,1,1,6,0,1
3966-HRMZA,2,0,12,1,6.55,3,1,4,1,0
6425-JWTDV,2,0,14,1,2.65,1,2,5,0,1
8405-IGQFX,2,0,17,2,4.75,3,0,7,1,1
8224-IVVPA,0,0,14,20,7.31,0,1,3,0,0
9477-LGWQI,3,1,19,58,9.1,0,2,6,3,0
1410-RSCMR,2,1,11,14,7.27,3,0,5,0,1
3115-CZMZD,2,0,13,57,7.13,1,2,3,0,0
0139-IVFJG,3,2,4,0,8.36,1,3,4,2,0
6683-VLCTZ,6,5,4,23,11.46,1,0,2,2,3
5730-DBDSI,1,0,9,21,7.65,1,2,7,1,2
0030-FNXPP,3,1,10,14,9.56,2,1,5,0,0
2189-WWOEW,8,3,7,90,13.41,5,1,2,3,2
5684-FJVYR,6,0,17,13,7.62,1,1,7,1,1
4013-GUXND,1,1,9,0,9.72,5,1,7,1,3
1894-IGFSG,6,4,4,9,5.64,1,3,3,2,2
7379-POKDZ,5,1,3,13,10.3,2,1,5,1,3
1266-NZYUI,5,0,11,22,4.63,0,0,5,1,2
7969-FFOWG,5,0,14,28,5.95,3,0,4,0,1
4718-DHSMV,0,0,20,11,5.85,0,2,7,1,0
5175-WLYXL,4,2,6,33,7.96,4,1,5,1,2
7817-OMJNA,3,0,9,69,5.78,1,1,6,1,3
8728-SKJLR,1,0,9,10,6.66,1,1,5,1,0
3137-NYQQI,5,2,12,5,9.36,1,1,6,2,2
7706-DZNKK,3,1,6,0,8.65,2,0,4,1,2
0236-HFWSV,8,4,9,90,9.81,2,2,3,0,2
3900-AQPHZ,3,1,2,90,9.88,4,3,4,1,4
5842-POCOP,7,1,4,37,9.48,3,1,6,5,2
2037-XJFUP,5,2,1,4,11.86,2,2,3,1,0
8823-RLPWL,3,0,9,18,7.22,3,1,9,1,1
9505-SQFSW,3,1,10,3,11.68,2,3,7,1,0
7314-OXENN,10,3,5,18,10.84,3,5,4,1,0
3758-CKOQL,2,1,9,5,8.88,2,2,7,4,2
0322-CHQRU,5,2,10,11,9.21,1,3,6,3,1
5676-CFLYY,4,2,12,0,8.08,3,0,5,0,0
7521-AFHAB,5,2,15,26,9.71,3,2,2,4,0
0285-INHLN,1,1,10,2,8.87,1,0,2,2,0
4678-DVQEO,3,1,0,82,9.15,2,0,2,3,0
5125-CNDSP,5,1,14,14,9.23,3,1,7,0,0
0691-IFBQW,12,6,6,90,13.81,7,2,3,3,1
4992-LTJNE,0,0,26,67,4.05,2,2,8,0,2
2202-OUTMO,2,1,15,5,6.55,2,1,7,6,2
0810-BDHAW,5,0,12,34,6.77,2,3,6,2,0
0229-LFJAF,2,0,12,3,6.2,6,2,6,1,2
7131-ZQZNK,6,0,14,39,6.54,1,1,6,1,0
3442-ZHHCC,1,0,14,39,4.36,1,1,6,2,0
5726-CVNYA,4,2,10,17,9.39,0,0,5,1,2
9871-ELEYA,2,0,15,11,7.42,3,3,3,2,2
4257-GAESD,0,0,8,7,7.29,3,0,4,0,1
5173-WXOQV,7,0,7,9,7.1,6,2,5,2,2
2040-OBMLJ,0,1,10,1,6.58,3,3,5,2,0
6286-ZHAOK,4,0,6,84,6.84,2,3,4,0,3
3807-XHCJH,5,1,12,6,11.61,2,2,4,4,1
3009-JWMPU,7,4,3,34,7.9,2,1,5,1,2
5671-RQRLP,2,1,11,5,6.19,0,3,7,0,1
1450-GALXR,8,1,2,58,6.25,6,1,3,1,3
8859-AXJZP,3,0,12,3,8.28,3,1,4,3,0
3174-AKMAS,3,0,9,1,9.07,3,1,4,1,1
3138-BKYAV,4,2,6,34,6.44,6,4,4,3,0
9926-PJHDQ,5,1,16,5,6.12,2,1,4,1,0
7382-DFJTU,4,1,6,10,6.01,5,1,7,0,2
2798-NYLMZ,1,0,8,16,5.94,0,2,7,1,1
4289-DTDKW,6,3,6,17,11.0,7,1,3,4,1
1820-TQVEV,4,2,7,4,9.87,6,0,2,0,3
2239-JALAW,2,1,10,5,9.83,4,2,4,1,0
4853-RULSV,4,1,6,7,6.96,3,4,3,0,1
8098-TDCBU,4,0,14,3,7.39,1,1,5,0,0
3551-GAEGL,1,0,16,3,8.8,0,2,5,0,1
4785-NKHCX,3,0,9,9,7.72,4,0,6,0,0
3196-NVXLZ,2,0,11,7,4.05,4,1,4,2,0
6275-YDUVO,6,0,8,17,12.43,4,3,3,1,1
0036-IHMOT,1,1,9,22,10.2,1,1,7,1,0
0115-TFERT,3,2,7,43,11.05,3,1,2,1,1
4178-EGMON,2,1,10,10,8.58,1,0,5,0,0
4220-TINQT,5,1,12,3,8.71,2,2,8,0,0
5318-YKDPV,2,1,13,10,9.17,3,0,5,1,2
7975-TZMLR,4,1,10,7,5.87,2,2,7,3,2
0295-QVKPB,4,1,11,0,8.2,2,0,6,1,0
4335-BSMJS,2,0,9,26,1.62,0,1,6,1,1
2311-QYMUQ,4,3,7,5,9.58,5,3,4,2,0
3643-AHCFP,1,0,6,54,11.74,2,0,5,4,3
9146-JRIOX,3,0,5,4,10.55,2,3,3,1,1
3104-OWCGK,6,2,3,11,10.75,6,0,0,2,2
5337-IIWKZ,1,0,13,34,8.84,1,0,7,0,0
9101-BWFSS,8,7,6,60,9.78,2,3,5,6,2
9650-VBUOG,3,1,4,7,9.21,1,0,5,1,0
3487-EARAT,4,2,16,2,7.85,2,2,6,0,0
2672-TGEFF,1,1,7,12,3.17,3,1,5,1,1
9231-ZJYAM,4,2,4,28,11.46,4,5,4,1,2
4250-WAROZ,1,1,7,35,7.9,2,2,6,1,0
8184-WMOFI,8,3,10,34,7.31,2,0,4,2,1
6982-SSHFK,2,0,4,8,11.72,3,4,1,1,2
6092-QZVPP,5,1,6,7,7.37,5,3,2,0,2
4625-LAMOB,4,1,18,0,6.99,1,3,6,3,2
0727-BMPLR,6,3,3,27,10.08,5,5,5,2,1
0392-BZIUW,5,2,10,10,8.09,2,0,2,0,2
1038-ZAGBI,9,3,5,81,5.61,4,4,2,1,0
6549-NNDYT,7,3,12,38,8.98,0,1,7,0,0
3027-ZTDHO,7,3,4,39,11.34,5,2,2,2,1
0422-OHQHQ,5,1,8,6,4.82,3,2,6,1,0
6916-HIJSE,4,2,10,59,7.06,4,5,3,3,1
2316-ESMLS,1,1,10,2,9.95,0,0,3,0,1
9778-OGKQZ,1,0,9,26,4.67,3,1,7,1,2
7408-OFWXJ,1,0,16,19,10.48,2,3,3,2,3
6007-TCTST,5,2,15,25,5.25,1,0,5,2,1
2252-NKNSI,3,0,12,17,8.77,2,0,6,1,0
8713-IGZSO,4,0,7,56,6.23,1,1,7,2,3
7905-TVXTA,6,3,11,21,9.59,6,0,4,0,0
7695-PKLCZ,6,1,10,10,7.62,1,4,5,1,0
2382-BCKQJ,4,1,7,19,10.35,3,2,4,3,3
8374-UULRV,5,2,6,1,5.11,0,0,6,2,0
2207-NHRJK,9,4,4,24,9.9,3,3,2,1,0
3224-DFQNQ,4,1,10,1,4.97,1,0,5,2,0
5275-PMFUT,5,1,9,10,5.58,4,3,4,1,2
4795-UXVCJ,1,0,15,25,9.31,0,1,6,0,0
9777-IQHWP,1,0,15,32,12.3,2,1,7,0,0
0947-MUGVO,5,3,5,5,8.38,3,1,2,1,1
9944-HKVVB,4,0,10,17,10.77,4,2,2,0,4
4124-MMETB,4,0,9,90,11.76,3,3,5,3,2
3671-SHRSP,5,3,10,74,8.67,1,3,3,3,0
0979-MOZQI,2,1,19,7,4.58,0,0,7,0,1
2732-ISEZX,4,1,14,17,7.51,1,3,6,1,2
3313-QKNKB,8,2,5,19,9.87,3,3,3,3,1
0323-XWWTN,2,0,15,13,2.21,1,3,7,0,1
1937-OTUKY,0,1,11,3,7.95,3,3,5,2,0
1573-LGXBA,1,0,15,48,8.44,3,1,6,1,0
1764-VUUMT,2,1,11,48,8.39,3,0,3,0,1
5073-WXOYN,5,2,4,5,9.36,4,1,1,1,0
4713-ZBURT,3,1,19,9,3.52,3,0,5,1,0
3050-GBUSH,2,2,11,5,7.63,1,2,4,1,0
0207-MDKNV,4,1,2,27,8.36,5,3,5,3,0
7876-AEHIG,5,1,10,30,6.34,0,3,5,0,1
7945-HLKEA,3,0,11,90,7.23,3,0,5,0,1
9342-VNIMQ,2,1,10,4,9.2,2,2,6,1,0
9851-KIELU,8,2,5,7,12.0,2,6,5,0,1
3523-BRGUW,3,0,9,24,8.21,4,2,5,1,0
3908-BLSYF,3,1,6,65,9.94,0,6,3,2,2
3199-NPKCN,1,0,14,29,8.46,3,0,4,2,1
5170-PTRKA,1,0,10,1,4.77,0,2,3,1,1
4661-NJEUX,2,2,15,5,6.5,2,1,6,2,0
2123-AGEEN,3,0,11,37,11.68,4,3,4,1,0
1258-YMZNM,1,0,14,25,10.31,3,2,6,2,2
0048-LUMLS,3,1,13,16,2.63,0,1,7,1,1
7549-MYGPK,1,1,6,23,8.82,2,2,2,1,2
5898-IGSLP,3,1,14,9,9.55,0,4,4,2,2
